,UDI,Rotational speed [rpm],Torque [Nm],Tool wear [min],Normalized_air_temp,Normalized_process_temp,Power [W],Product Type_H,Product Type_L,Product Type_M,Machine Failure
89,91,1753,25.8,35,298.89521289477483,299.2548800278923,4736.1982522,0.0,1.0,0.0,0
90,92,1830,24.9,37,298.89521289477483,299.2548800278923,4771.761051,0.0,1.0,0.0,0
91,93,1727,27.1,40,298.89521289477483,299.2548800278923,4901.058423433334,0.0,0.0,1.0,0
92,94,1450,43.0,42,299.0951870298287,299.3222775433693,6529.271216666666,0.0,1.0,0.0,0
93,95,1622,31.9,44,298.99519996230174,299.2548800278923,5418.384048733333,0.0,1.0,0.0,0
94,96,1351,52.2,47,298.99519996230174,299.3222775433693,7385.0612766,0.0,0.0,1.0,1
95,97,1575,35.3,50,298.99519996230174,299.3222775433693,5822.151667499999,0.0,0.0,1.0,0
96,98,1750,29.9,53,298.89521289477483,299.2548800278923,5479.456558333332,0.0,0.0,1.0,0
97,99,1529,32.7,55,298.89521289477483,299.1874825124153,5235.8053099,0.0,1.0,0.0,0
98,100,1523,44.4,57,298.7952258272479,299.1874825124153,7081.269523599999,0.0,1.0,0.0,0
99,101,1852,25.0,59,298.7952258272479,299.2548800278923,4848.520566666666,0.0,1.0,0.0,0
100,102,1991,20.7,61,298.7952258272479,299.1874825124153,4315.8849261,0.0,1.0,0.0,0
101,103,1555,40.6,63,298.7952258272479,299.1874825124153,6611.266715666667,0.0,1.0,0.0,0
102,104,1441,40.5,66,298.7952258272479,299.1874825124153,6111.4921065,0.0,0.0,1.0,0
103,105,1450,43.4,68,298.7952258272479,299.12008499693826,6590.008623333333,0.0,1.0,0.0,0
104,106,1591,31.1,70,298.7952258272479,299.12008499693826,5181.539578633334,0.0,1.0,0.0,0
105,107,1445,48.5,72,298.7952258272479,299.12008499693826,7339.016039166665,0.0,1.0,0.0,0
106,108,1497,46.8,75,298.7952258272479,299.1874825124153,7336.617958799999,0.0,0.0,1.0,0
107,109,1621,32.7,80,298.89521289477483,299.1874825124153,5550.8439551,1.0,0.0,0.0,0
108,110,1572,34.1,82,298.89521289477483,299.12008499693826,5613.518675599999,0.0,1.0,0.0,0
109,111,1872,22.5,84,298.7952258272479,299.05268748146125,4410.79236,0.0,1.0,0.0,0
110,112,1499,43.5,89,298.695238759721,299.05268748146125,6828.402944500001,1.0,0.0,0.0,0
111,113,1498,39.5,92,298.7952258272479,299.12008499693826,6196.367396333333,0.0,0.0,1.0,0
112,114,1486,41.9,95,298.7952258272479,299.05268748146125,6520.202493533332,0.0,0.0,1.0,0
113,115,1680,29.4,97,298.7952258272479,299.05268748146125,5172.313775999999,0.0,1.0,0.0,0
114,116,1431,45.7,99,298.7952258272479,299.05268748146125,6848.320625099999,0.0,1.0,0.0,0
115,117,1564,34.1,101,298.89521289477483,299.12008499693826,5584.951150533333,0.0,1.0,0.0,0
116,118,1599,33.0,103,298.7952258272479,299.05268748146125,5525.742651,0.0,1.0,0.0,0
117,119,1707,28.1,106,298.7952258272479,299.05268748146125,5023.0568351,0.0,0.0,1.0,0
118,120,1467,40.7,108,298.695238759721,298.98528996598424,6252.4866657,0.0,1.0,0.0,0
119,121,1433,44.7,110,298.89521289477483,299.12008499693826,6707.828720300001,0.0,1.0,0.0,0
120,122,1558,41.2,112,298.89521289477483,299.12008499693826,6721.9135154666665,0.0,1.0,0.0,0
121,123,1310,50.7,114,298.99519996230174,299.1874825124153,6955.166101,0.0,1.0,0.0,1
122,124,1546,43.4,116,298.89521289477483,299.12008499693826,7026.312642533333,0.0,1.0,0.0,0
123,125,1727,29.4,118,298.89521289477483,299.12008499693826,5317.0154114,0.0,1.0,0.0,0
124,126,1560,32.2,120,298.89521289477483,299.05268748146125,5260.278296,0.0,1.0,0.0,0
125,127,1329,60.5,122,298.99519996230174,299.05268748146125,8419.9324385,0.0,1.0,0.0,1
126,128,1413,46.5,124,298.89521289477483,299.05268748146125,6880.553338500001,0.0,1.0,0.0,0
127,129,1587,38.6,126,298.99519996230174,299.05268748146125,6414.938284599999,0.0,1.0,0.0,0
128,130,1559,34.3,128,298.89521289477483,298.98528996598424,5599.748039433332,0.0,1.0,0.0,0
129,131,1473,41.1,130,298.7952258272479,298.9178924505072,6339.760035900001,0.0,1.0,0.0,0
130,132,1737,27.7,132,298.7952258272479,298.9178924505072,5038.5762897,0.0,1.0,0.0,0
131,133,1441,43.2,135,298.695238759721,298.9178924505072,6518.9249136,0.0,0.0,1.0,0
132,134,1430,49.6,138,298.695238759721,298.9178924505072,7427.556517333333,0.0,0.0,1.0,0
133,135,1369,53.0,140,298.7952258272479,298.9178924505072,7598.144854333333,0.0,1.0,0.0,1
134,136,1711,28.5,143,298.7952258272479,298.98528996598424,5106.4974655,0.0,0.0,1.0,0
135,137,1420,45.7,148,298.695238759721,298.98528996598424,6795.678048666667,1.0,0.0,0.0,0
136,138,1297,55.3,150,298.695238759721,299.05268748146125,7510.923843966666,0.0,1.0,0.0,1
137,139,1449,49.4,155,298.7952258272479,299.05268748146125,7495.8965718,1.0,0.0,0.0,0
138,140,1268,55.8,157,298.7952258272479,299.05268748146125,7409.377183199999,0.0,1.0,0.0,1
139,141,1511,36.1,159,298.7952258272479,299.05268748146125,5712.1541296333335,0.0,1.0,0.0,0
140,142,1544,35.2,161,298.695238759721,298.98528996598424,5691.388219733333,0.0,1.0,0.0,0
141,143,1778,28.2,164,298.5952516921941,298.9178924505072,5250.602198799999,0.0,0.0,1.0,0
142,144,1407,50.5,169,298.5952516921941,298.9178924505072,7440.6988355,1.0,0.0,0.0,0
143,145,1391,42.4,172,298.5952516921941,298.9178924505072,6176.198388533333,0.0,0.0,1.0,0
144,146,1513,33.6,174,298.4952646246672,298.9178924505072,5323.612750400001,0.0,1.0,0.0,0
145,147,1612,36.1,179,298.4952646246672,298.9178924505072,6093.972506266668,1.0,0.0,0.0,0
146,148,1515,40.1,181,298.3952775571402,298.9178924505072,6361.8768295,0.0,1.0,0.0,0
147,149,1379,48.0,184,298.29529048961336,298.8504949350302,6931.604175999999,0.0,0.0,1.0,1
148,150,1473,39.9,186,298.3952775571402,298.8504949350302,6154.6575531,0.0,1.0,0.0,0
149,151,1422,42.7,188,298.3952775571402,298.8504949350302,6358.5153282,0.0,1.0,0.0,0
150,152,1463,37.6,191,298.3952775571402,298.7830974195532,5760.5031997333335,0.0,0.0,1.0,0
151,153,1584,41.0,194,298.3952775571402,298.7830974195532,6800.914032,0.0,0.0,1.0,0
152,154,1850,27.0,196,298.3952775571402,298.7830974195532,5230.74735,0.0,1.0,0.0,0
153,155,1528,36.2,198,298.3952775571402,298.7830974195532,5792.421754133334,0.0,1.0,0.0,0
154,156,1987,19.8,203,298.3952775571402,298.7830974195532,4119.9439578,1.0,0.0,0.0,1
155,157,1495,46.0,206,298.3952775571402,298.7156999040762,7201.571476666667,0.0,0.0,1.0,1
156,158,1478,43.5,211,298.3952775571402,298.7830974195532,6732.741529,1.0,0.0,0.0,1
157,159,1499,40.0,214,298.3952775571402,298.7830974195532,6278.991213333334,0.0,0.0,1.0,1
158,160,1471,47.0,216,298.3952775571402,298.7830974195532,7240.003594333332,0.0,1.0,0.0,1
159,161,1282,60.7,218,298.3952775571402,298.7830974195532,8149.012188866666,0.0,1.0,0.0,1
160,162,1412,52.3,220,298.29529048961336,298.7156999040762,7733.296056133333,0.0,1.0,0.0,1
161,163,1586,35.5,2,298.29529048961336,298.7156999040762,5896.031392333334,0.0,1.0,0.0,0
162,164,1468,43.8,5,298.3952775571402,298.7830974195532,6733.307015199999,0.0,0.0,1.0,0
163,165,1440,43.6,8,298.4952646246672,298.8504949350302,6574.719552,0.0,0.0,1.0,0
164,166,1733,26.0,10,298.4952646246672,298.9178924505072,4718.458740666667,0.0,1.0,0.0,0
165,167,1612,32.6,15,298.3952775571402,298.7830974195532,5503.144146933334,1.0,0.0,0.0,0
166,168,1458,42.9,20,298.3952775571402,298.8504949350302,6550.0266546,1.0,0.0,0.0,0
167,169,1433,62.3,22,298.3952775571402,298.8504949350302,9348.942489366667,0.0,1.0,0.0,1
168,170,1318,59.1,24,298.3952775571402,298.8504949350302,8157.012771399999,0.0,1.0,0.0,1
169,171,1610,35.0,27,298.3952775571402,298.7830974195532,5900.953216666666,0.0,0.0,1.0,0
170,172,1462,50.8,29,298.1953034220864,298.7156999040762,7777.487755466666,0.0,1.0,0.0,0
171,173,1924,20.8,32,298.0953163545595,298.6483023885992,4190.797284266666,0.0,0.0,1.0,0
172,174,1591,33.7,35,298.1953034220864,298.6483023885992,5614.722951766667,0.0,0.0,1.0,0
173,175,1306,58.3,37,298.1953034220864,298.7156999040762,7973.334476066667,0.0,1.0,0.0,1
174,176,1382,43.5,39,298.1953034220864,298.7156999040762,6295.432201,0.0,1.0,0.0,0
175,177,1618,34.7,41,298.1953034220864,298.7156999040762,5879.443797133333,0.0,1.0,0.0,0
176,178,1988,21.4,43,298.1953034220864,298.7830974195532,4455.109722933333,0.0,1.0,0.0,0
177,179,1436,50.2,45,298.1953034220864,298.7830974195532,7548.947554933334,0.0,1.0,0.0,0
178,180,1304,49.8,47,298.1953034220864,298.8504949350302,6800.411377599999,0.0,1.0,0.0,1
179,181,1475,49.9,49,298.1953034220864,298.8504949350302,7707.629265833332,0.0,1.0,0.0,0
180,182,1824,24.2,54,298.1953034220864,298.8504949350302,4622.4098624,1.0,0.0,0.0,0
181,183,1342,48.1,57,298.0953163545595,298.7830974195532,6759.675427266667,0.0,0.0,1.0,1
182,184,1485,40.7,59,298.0953163545595,298.7830974195532,6329.204293500001,0.0,1.0,0.0,0
183,185,1667,30.6,61,298.1953034220864,298.7830974195532,5341.771140600001,0.0,1.0,0.0,0
184,186,1446,38.2,63,298.1953034220864,298.7830974195532,5784.4211716,0.0,1.0,0.0,0
185,187,1301,56.0,65,298.0953163545595,298.8504949350302,7629.456034666667,0.0,1.0,0.0,1
186,188,1379,43.1,67,298.1953034220864,298.9178924505072,6224.002916366666,0.0,1.0,0.0,1
187,189,1606,33.6,69,298.29529048961336,298.98528996598424,5650.8407648,0.0,1.0,0.0,0
188,190,1539,43.4,72,298.29529048961336,298.9178924505072,6994.4988078,0.0,0.0,1.0,0
189,191,1477,49.9,74,298.1953034220864,298.9178924505072,7718.080288566665,0.0,1.0,0.0,0
190,192,1666,34.6,76,298.1953034220864,298.9178924505072,6036.418577466667,0.0,1.0,0.0,0
191,193,1398,51.8,81,298.1953034220864,298.9178924505072,7583.4212692,1.0,0.0,0.0,0
192,194,1678,34.6,86,298.1953034220864,298.9178924505072,6079.898183066667,1.0,0.0,0.0,0
193,196,1453,42.9,91,298.29529048961336,298.98528996598424,6527.564286100001,0.0,1.0,0.0,0
194,197,1432,49.5,96,298.29529048961336,299.05268748146125,7422.948851999999,1.0,0.0,0.0,0
195,198,1527,40.9,99,298.3952775571402,299.05268748146125,6540.193477899999,0.0,0.0,1.0,0
196,199,1588,35.0,101,298.3952775571402,299.12008499693826,5820.319073333333,0.0,1.0,0.0,0
197,200,1433,47.1,103,298.3952775571402,299.05268748146125,7067.980597900001,0.0,1.0,0.0,0
198,201,1609,35.0,105,298.3952775571402,299.05268748146125,5897.288028333333,0.0,1.0,0.0,0
199,202,1575,41.2,107,298.29529048961336,298.98528996598424,6795.25917,0.0,1.0,0.0,0
200,203,1636,35.7,110,298.3952775571402,298.98528996598424,6116.1730756,0.0,0.0,1.0,0
201,204,1490,37.9,112,298.3952775571402,298.98528996598424,5913.624296333333,0.0,1.0,0.0,0
202,205,1741,32.8,114,298.3952775571402,298.98528996598424,5979.995621066666,0.0,1.0,0.0,0
203,206,1344,53.0,117,298.4952646246672,299.05268748146125,7459.391295999999,0.0,0.0,1.0,1
204,207,1609,35.3,119,298.4952646246672,299.12008499693826,5947.836211433333,0.0,1.0,0.0,0
205,208,1421,60.7,122,298.3952775571402,299.12008499693826,9032.563432433331,0.0,0.0,1.0,1
206,209,1591,36.7,124,298.3952775571402,299.05268748146125,6114.549920766667,0.0,1.0,0.0,0
207,210,1477,44.0,126,298.3952775571402,299.05268748146125,6805.521697333333,0.0,1.0,0.0,0
208,211,1523,36.1,128,298.3952775571402,299.12008499693826,5757.518689233333,0.0,1.0,0.0,0
209,212,1575,33.9,130,298.4952646246672,299.12008499693826,5591.244802499999,0.0,1.0,0.0,0
210,213,1344,52.9,135,298.3952775571402,299.12008499693826,7445.316972799998,1.0,0.0,0.0,1
211,214,1386,44.9,137,298.3952775571402,299.12008499693826,6516.8514642,0.0,1.0,0.0,0
212,215,1589,37.1,140,298.29529048961336,299.05268748146125,6173.423317366667,0.0,0.0,1.0,0
213,216,1548,40.3,142,298.29529048961336,299.05268748146125,6532.8735732,0.0,1.0,0.0,0
214,217,1499,38.3,144,298.29529048961336,299.05268748146125,6012.134086766667,0.0,1.0,0.0,0
215,218,1664,31.6,146,298.29529048961336,298.98528996598424,5506.411400533333,0.0,1.0,0.0,0
216,219,1447,38.1,148,298.29529048961336,299.05268748146125,5773.2685271,0.0,1.0,0.0,0
217,220,1434,46.2,151,298.29529048961336,298.98528996598424,6937.7616924,0.0,0.0,1.0,0
218,221,1416,52.7,153,298.29529048961336,298.98528996598424,7814.5166296,0.0,1.0,0.0,0
219,222,1827,24.3,158,298.3952775571402,298.98528996598424,4649.1447933,1.0,0.0,0.0,0
220,223,1304,45.0,160,298.3952775571402,299.05268748146125,6144.95004,0.0,1.0,0.0,1
221,224,1569,34.4,162,298.3952775571402,299.05268748146125,5652.097400799999,0.0,1.0,0.0,0
222,225,1584,29.3,164,298.29529048961336,299.05268748146125,4860.165393599999,0.0,1.0,0.0,0
223,226,1362,53.8,166,298.29529048961336,298.98528996598424,7673.3964068,0.0,1.0,0.0,1
224,227,1329,49.2,168,298.29529048961336,298.9178924505072,6847.283900400001,0.0,1.0,0.0,1
225,228,1539,36.1,170,298.29529048961336,298.98528996598424,5818.004768700001,0.0,1.0,0.0,0
226,229,1629,37.1,173,298.29529048961336,298.98528996598424,6328.8273027000005,0.0,0.0,1.0,0
227,230,1538,32.2,175,298.29529048961336,298.98528996598424,5186.094884133333,0.0,1.0,0.0,0
228,231,1570,34.8,177,298.29529048961336,299.05268748146125,5721.463707999999,0.0,1.0,0.0,0
229,232,1408,43.1,179,298.29529048961336,298.9178924505072,6354.892027733334,0.0,1.0,0.0,0
230,233,1424,47.6,181,298.1953034220864,298.9178924505072,7098.150333866666,0.0,1.0,0.0,0
231,234,1512,34.9,183,298.1953034220864,298.9178924505072,5525.931146399999,0.0,1.0,0.0,0
232,235,1478,42.9,185,298.1953034220864,298.9178924505072,6639.8761286,0.0,1.0,0.0,0
233,236,1680,33.7,188,298.0953163545595,298.8504949350302,5928.808648,0.0,0.0,1.0,0
234,237,1495,38.7,190,298.0953163545595,298.8504949350302,6058.7133945000005,0.0,1.0,0.0,0
235,238,1552,36.6,193,297.9953292870326,298.7156999040762,5948.412169599999,0.0,0.0,1.0,0
236,239,1393,50.3,195,297.8953422195056,298.7156999040762,7337.487132033332,0.0,1.0,0.0,0
237,240,1611,30.6,197,297.9953292870326,298.7830974195532,5162.3235198,0.0,1.0,0.0,0
238,241,1339,51.6,200,297.9953292870326,298.7156999040762,7235.333097199999,0.0,0.0,1.0,1
239,242,1777,24.3,202,297.9953292870326,298.7156999040762,4521.9103983,0.0,1.0,0.0,1
240,243,1348,58.8,204,297.9953292870326,298.7830974195532,8300.332107199998,0.0,1.0,0.0,1
241,244,1442,44.1,206,297.9953292870326,298.7830974195532,6659.353986599999,0.0,1.0,0.0,1
242,245,1395,49.1,209,297.9953292870326,298.7830974195532,7172.7212085,0.0,0.0,1.0,1
243,246,1627,31.4,212,297.8953422195056,298.7156999040762,5349.8973867333325,0.0,0.0,1.0,1
244,247,1585,33.5,214,297.8953422195056,298.7156999040762,5560.352500833334,0.0,1.0,0.0,1
245,248,1469,45.5,216,297.9953292870326,298.7830974195532,6999.410160166667,0.0,1.0,0.0,1
246,249,1362,56.8,218,297.9953292870326,298.8504949350302,8101.280964799999,0.0,1.0,0.0,1
247,250,1405,56.2,220,297.9953292870326,298.8504949350302,8268.769599666666,0.0,1.0,0.0,1
248,251,1662,32.7,2,297.9953292870326,298.8504949350302,5691.2416122,0.0,1.0,0.0,0
249,252,1466,42.6,5,297.9953292870326,298.7830974195532,6539.9107348,0.0,0.0,1.0,0
250,253,1620,35.8,7,297.9953292870326,298.7830974195532,6073.321787999999,0.0,1.0,0.0,0
251,254,1357,48.2,9,297.9953292870326,298.7830974195532,6849.441125533334,0.0,1.0,0.0,1
252,255,1514,37.9,11,297.9953292870326,298.7830974195532,6008.877305133334,0.0,1.0,0.0,0
253,256,1489,40.4,13,297.9953292870326,298.7830974195532,6299.474380133333,0.0,1.0,0.0,0
254,257,1331,63.0,15,298.0953163545595,298.8504949350302,8781.058209,0.0,1.0,0.0,1
255,258,1615,29.5,17,297.9953292870326,298.6483023885992,4989.106719166667,0.0,1.0,0.0,0
256,259,1482,37.9,19,298.0953163545595,298.7830974195532,5881.8732934,0.0,1.0,0.0,0
257,260,1420,63.9,22,298.0953163545595,298.7830974195532,9502.053113999998,0.0,0.0,1.0,1
258,261,1522,49.1,25,298.1953034220864,298.8504949350302,7825.721633933334,0.0,0.0,1.0,0
259,262,1654,32.1,27,298.0953163545595,298.7830974195532,5559.923150199999,0.0,1.0,0.0,0
260,263,1736,26.8,30,298.0953163545595,298.7830974195532,4872.061547733333,0.0,0.0,1.0,0
261,264,1587,32.3,33,297.9953292870326,298.7156999040762,5367.940585299999,0.0,0.0,1.0,0
262,265,1390,47.5,35,298.0953163545595,298.7830974195532,6914.115991666666,0.0,1.0,0.0,0
263,266,1454,37.1,37,297.9953292870326,298.7156999040762,5648.934866866667,0.0,1.0,0.0,0
264,267,1440,43.7,42,297.9953292870326,298.7156999040762,6589.799184,1.0,0.0,0.0,0
265,268,1954,21.1,44,297.8953422195056,298.6483023885992,4317.529024866666,0.0,1.0,0.0,0
266,269,1800,24.8,49,297.8953422195056,298.6483023885992,4674.68592,1.0,0.0,0.0,0
267,270,1524,37.0,51,297.9953292870326,298.6483023885992,5904.932564,0.0,1.0,0.0,0
268,271,1520,39.6,56,297.9953292870326,298.6483023885992,6303.286176,1.0,0.0,0.0,0
269,272,1452,40.8,59,298.0953163545595,298.7156999040762,6203.7606048,0.0,0.0,1.0,0
270,273,1484,40.4,61,298.0953163545595,298.7156999040762,6278.321007466667,0.0,1.0,0.0,0
271,274,1426,46.0,63,298.0953163545595,298.6483023885992,6869.191254666666,0.0,1.0,0.0,0
272,275,1652,28.5,65,298.0953163545595,298.6483023885992,4930.411346,0.0,1.0,0.0,0
